Blinding Lights,The Weeknd,2020,1,0
Circles,Post Malone,2020,2,0
The Box,Roddy Ricch,2020,3,0
Don't Start Now,Dua Lipa,2020,4,0
Rockstar,DaBaby (feat. Roddy Ricch),2020,5,0
Adore You,Harry Styles,2020,6,0
Life Is Good,Future (feat. Drake),2020,7,0
Memories,Maroon 5,2020,8,0
The Bones,Maren Morris,2020,9,0
Someone You Loved,Lewis Capaldi,2020,10,0
Say So,Doja Cat,2020,11,0
I Hope,Gabby Barrett (feat. Charlie Pu)th,2020,12,0
Whats Poppin,Jack Harlow (feat. DaBaby\, Tory Lanez and Lil Wayne),2020,13,0
Dance Monkey,Tones and I,2020,14,0
Savage,Megan Thee Stallion (feat. Beyoncé),2020,15,0
Roxanne,Arizona Zervas,2020,16,0
Intentions,Justin Bieber (feat. Quavo),2020,17,0
Everything I Wanted,Billie Eilish,2020,18,0
Roses (Imanbek Remix),Saint Jhn,2020,19,0
Watermelon Sugar,Harry Styles,2020,20,0
Before You Go,Lewis Capaldi,2020,21,0
Falling,Trevor Daniel,2020,22,0
10\,000 Hours,Dan + Shay and Justin Bieber,2020,23,0
WAP,Cardi B (feat. Megan Thee S)tallion,2020,24,0
Ballin',Mustard (feat. Roddy Ricch),2020,25,0
Hot Girl Bummer,Blackbear,2020,26,0
Blueberry Faygo,Lil Mosey,2020,27,0
Heartless,The Weeknd,2020,28,0
Bop,DaBaby,2020,29,0
Lose You to Love Me,Selena Gomez,2020,30,0
Good as Hell,Lizzo,2020,31,0
Toosie Slide,Drake,2020,32,0
Break My Heart,Dua Lipa,2020,33,0
Chasin' You,Morgan Wallen,2020,34,0
Savage Love (Laxed – Siren Beat),Jawsh 685 and Jason Derulo,2020,35,0
No Guidance,Chris Brown (feat. Drake),2020,36,0
My Oh My,Camila Cabello (feat. DaBaby),2020,37,0
Dynamite,BTS,2020,38,0
Go Crazy,Chris Brown and Young Thug,2020,39,0
High Fashion,Roddy Ricch (feat. Mustard),2020,40,0
Laugh Now Cry Later,Drake (feat. Lil Durk),2020,41,0
Woah,Lil Baby,2020,42,0
Death Bed,Powfu (feat. Beabadoobee),2020,43,0
Señorita,Shawn Mendes and Camila Cabello,2020,44,0
Highest in the Room,Travis Scott,2020,45,0
Bad Guy,Billie Eilish,2020,46,0
Mood,24kGoldn (feat. Iann Dior),2020,47,0
Rain on Me,Lady Gaga and Ariana Grande,2020,48,0
For the Night,Pop Smoke (feat. Lil Baby and DaBaby),2020,49,0
Ritmo (Bad Boys for Life),Black Eyed Peas and J Balvin,2020,50,0
Heart on Ice,Rod Wave,2020,51,0
Nobody but You,Blake Shelton and Gwen Stefani,2020,52,0
Trampoline,Shaed,2020,53,0
Come & Go,Juice Wrld and Marshmello,2020,54,0
Truth Hurts,Lizzo,2020,55,0
If the World Was Ending,JP Saxe (feat. Julia Michaels),2020,56,0
We Paid,Lil Baby and 42 Dugg,2020,57,0
Yummy,Justin Bieber,2020,58,0
One Man Band,Old Dominion,2020,59,0
Got What I Got,Jason Aldean,2020,60,0
Sunday Best,Surfaces,2020,61,0
Godzilla,Eminem (feat. Juice Wrld),2020,62,0
Bandit,Juice Wrld and YoungBoy Never Broke Again,2020,63,0
Party Girl,StaySolidRocky,2020,64,0
Die from a Broken Heart,Maddie & Tae,2020,65,0
Popstar,DJ Khaled (feat. Drake),2020,66,0
All I Want for Christmas Is You,Mariah Carey,2020,67,0
One of Them Girls,Lee Brice,2020,68,0
Hard to Forget,Sam Hunt,2020,69,0
One Margarita,Luke Bryan,2020,70,0
Panini,Lil Nas X,2020,71,0
Hot,Young Thug (feat. Gunna),2020,72,0
I Hope You're Happy Now,Carly Pearce and Lee Brice,2020,73,0
Emotionally Scarred,Lil Baby,2020,74,0
Suicidal,YNW Melly (feat. Juice Wrld),2020,75,0
The Bigger Picture,Lil Baby,2020,76,0
Only Human,Jonas Brothers,2020,77,0
The Woo,Pop Smoke (feat. 50 Cen)t and Roddy Ricch,2020,78,0
Sum 2 Prove,Lil Baby,2020,79,0
Stuck with U,Ariana Grande and Justin Bieber,2020,80,0
Mood Swings,Pop Smoke (feat. Lil Tjay),2020,81,0
You Should Be Sad,Halsey,2020,82,0
Dior,Pop Smoke,2020,83,0
Supalonely,Benee (feat. Gus Dapper)ton,2020,84,0
Even Though I'm Leaving,Luke Combs,2020,85,0
The Scotts,The Scotts\, Travis Scott and Kid Cudi,2020,86,0
Juicy,Doja Cat and Tyga,2020,87,0
Be Like That,Kane Brown\, Swae Lee and Khalid,2020,88,0
Homesick,Kane Brown,2020,89,0
Rags2Riches,Rod Wave (feat. ATR Son Son),2020,90,0
Bluebird,Miranda Lambert,2020,91,0
Wishing Well,Juice Wrld,2020,92,0
Does to Me,Luke Combs (feat. Eric Church),2020,93,0
Pussy Fairy (OTW),Jhené Aiko,2020,94,0
ILY (I Love You Baby),Surf Mesa (feat. Emilee),2020,95,0
More Than My Hometown,Morgan Wallen,2020,96,0
Lovin' on You,Luke Combs,2020,97,0
Said Sum,Moneybagg Yo,2020,98,0
Slide,H.E.R. (feat. YG),2020,99,0
Walk Em Down,NLE Choppa (feat. Roddy Ricch),2020,100,0
