Heat Waves,Glass Animals,2022,1,0
As It Was,Harry Styles,2022,2,0
Stay,The Kid Laroi & Justin Bieber,2022,3,0
Easy on Me,Adele,2022,4,0
Shivers,Ed Sheeran,2022,5,0
First Class,Jack Harlow,2022,6,0
Big Energy,Latto,2022,7,0
Ghost,Justin Bieber,2022,8,0
Super Gremlin,Kodak Black,2022,9,0
Cold Heart (Pnau Remix),Elton John & Dua Lipa,2022,10,0
Wait for U,Future (feat. Drake & Tems),2022,11,0
About Damn Time,Lizzo,2022,12,0
Bad Habits,Ed Sheeran,2022,13,0
Thats What I Want,Lil Nas X,2022,14,0
Enemy,Imagine Dragons & JID,2022,15,0
Industry Baby,Lil Nas X & Jack Harlow,2022,16,0
ABCDEFU,Gayle,2022,17,0
Need to Know,Doja Cat,2022,18,0
Wasted on You,Morgan Wallen,2022,19,0
Me Porto Bonito,Bad Bunny & Chencho Corleone,2022,20,0
Woman,Doja Cat,2022,21,0
Tití Me Preguntó,Bad Bunny,2022,22,0
Running Up That Hill (A Deal with God),Kate Bush,2022,23,0
We Don't Talk About Bruno,Carolina Gaitán\, Mauro Castillo\, Adassa\, Rhenzy Feliz\, Diane Guerrero\, Stephanie Beatriz & the Encanto cast,2022,24,0
Late Night Talking,Harry Styles,2022,25,0
I Like You (A Happier Song),Post Malone (feat. Doja Cat),2022,26,0
You Proof,Morgan Wallen,2022,27,0
Bad Habit,Steve Lacy,2022,28,0
Sunroof,Nicky Youre & Dazy,2022,29,0
One Right Now,Post Malone & the Weeknd,2022,30,0
Good 4 U,Olivia Rodrigo,2022,31,0
Numb Little Bug,Em Beihold,2022,32,0
Jimmy Cooks,Drake (feat. 21 Savage),2022,33,0
'Til You Can't,Cody Johnson,2022,34,0
Fancy Like,Walker Hayes,2022,35,0
The Kind of Love We Make,Luke Combs,2022,36,0
I Ain't Worried,OneRepublic,2022,37,0
Break My Soul,Beyoncé,2022,38,0
Something in the Orange,Zach Bryan,2022,39,0
Save Your Tears,The Weeknd & Ariana Grande,2022,40,0
Smokin out the Window,Silk Sonic (Bruno Mars & Anderson .Paak),2022,41,0
Levitating,Dua Lipa,2022,42,0
In a Minute,Lil Baby,2022,43,0
Moscow Mule,Bad Bunny,2022,44,0
You Right,Doja Cat & the Weeknd,2022,45,0
She Had Me at Heads Carolina,Cole Swindell,2022,46,0
Vegas,Doja Cat,2022,47,0
Pushin P,Gunna & Future (feat. Young Thug),2022,48,0
Buy Dirt,Jordan Davis & Luke Bryan,2022,49,0
I Hate U,SZA,2022,50,0
Boyfriend,Dove Cameron,2022,51,0
Glimpse of Us,Joji,2022,52,0
Surface Pressure,Jessica Darrow,2022,53,0
Fall in Love,Bailey Zimmerman,2022,54,0
Love Nwantiti (Ah Ah Ah),CKay,2022,55,0
Super Freaky Girl,Nicki Minaj,2022,56,0
Hrs and Hrs,Muni Long,2022,57,0
Sand in My Boots,Morgan Wallen,2022,58,0
Mamiii,Becky G & Karol G,2022,59,0
Knife Talk,Drake (feat. 21 Savage & Project Pat),2022,60,0
AA,Walker Hayes,2022,61,0
Sweetest Pie,Megan Thee Stallion & Dua Lipa,2022,62,0
Provenza,Karol G,2022,63,0
Essence,Wizkid (feat. Justin Bieber & Tems),2022,64,0
All I Want for Christmas Is You,Mariah Carey,2022,65,0
Bam Bam,Camila Cabello (feat. Ed Sheeran),2022,66,0
5 Foot 9,Tyler Hubbard,2022,67,0
Get Into It (Yuh),Doja Cat,2022,68,0
Efecto,Bad Bunny,2022,69,0
Rock and a Hard Place,Bailey Zimmerman,2022,70,0
Doin' This,Luke Combs,2022,71,0
Oh My God,Adele,2022,72,0
Better Days,Neiked\, Mae Muller & Polo G,2022,73,0
Meet Me at Our Spot,The Anxiety: Willow & Tyler Cole,2022,74,0
Fingers Crossed,Lauren Spencer-Smith,2022,75,0
All Too Well (Taylor's Version),Taylor Swift,2022,76,0
Party,Bad Bunny & Rauw Alejandro,2022,77,0
Después de la Playa,Bad Bunny,2022,78,0
You Should Probably Leave,Chris Stapleton,2022,79,0
Rockin' Around the Christmas Tree,Brenda Lee,2022,80,0
Broadway Girls,Lil Durk (feat. Morgan Wallen),2022,81,0
Take My Name,Parmalee,2022,82,0
What Happened to Virgil,Lil Durk (feat. Gunna),2022,83,0
Puffin on Zootiez,Future,2022,84,0
Like I Love Country Music,Kane Brown,2022,85,0
Jingle Bell Rock,Bobby Helms,2022,86,0
Ojitos Lindos,Bad Bunny & Bomba Estéreo,2022,87,0
Trouble with a Heartbreak,Jason Aldean,2022,88,0
A Holly Jolly Christmas,Burl Ives,2022,89,0
Kiss Me More,Doja Cat (feat. SZA),2022,90,0
She Likes It,Russell Dickerson (feat. Jake Scott),2022,91,0
Never Say Never,Cole Swindell & Lainey Wilson,2022,92,0
Damn Strait,Scotty McCreery,2022,93,0
She's All I Wanna Be,Tate McRae,2022,94,0
Last Night Lonely,Jon Pardi,2022,95,0
Flower Shops,Ernest (feat. Morgan Wallen),2022,96,0
To the Moon,Jnr Choi & Sam Tompkins,2022,97,0
Unholy,Sam Smith & Kim Petras,2022,98,0
One Mississippi,Kane Brown,2022,99,0
Circles Around This Town,Maren Morris,2022,100,0
