Old Town Road,Lil Nas X (feat. Billy Ray Cyrus),2019,1,0
Sunflower,Post Malone and Swae Lee,2019,2,0
Without Me,Halsey,2019,3,0
Bad Guy,Billie Eilish,2019,4,0
Wow,Post Malone,2019,5,0
Happier,Marshmello and Bastille,2019,6,0
7 Rings,Ariana Grande,2019,7,0
Talk,Khalid,2019,8,0
Sicko Mode,Travis Scott,2019,9,0
Sucker,Jonas Brothers,2019,10,0
High Hopes,Panic! at the Disco,2019,11,0
Thank U, Next,Ariana Grande,2019,12,0
Truth Hurts,Lizzo,2019,13,0
Dancing with a Stranger,Sam Smith and Normani,2019,14,0
Señorita,Shawn Mendes and Camila Cabello,2019,15,0
I Don't Care,Ed Sheeran and Justin Bieber,2019,16,0
Eastside,Benny Blanco, Halsey and Khalid,2019,17,0
Going Bad,Meek Mill (feat. Drake),2019,18,0
Shallow,Lady Gaga and Bradley Cooper,2019,19,0
Better,Khalid,2019,20,0
No Guidance,Chris Brown (feat. Drake),2019,21,0
Girls Like You,Maroon 5 (feat. Cardi B),2019,22,0
Sweet but Psycho,Ava Max,2019,23,0
Suge,DaBaby,2019,24,0
Middle Child,J. Cole,2019,25,0
Drip Too Hard,Lil Baby and Gunna,2019,26,0
Someone You Loved,Lewis Capaldi,2019,27,0
Ransom,Lil Tecca,2019,28,0
If I Can't Have You,Shawn Mendes,2019,29,0
Goodbyes,Post Malone (feat. Young Thug),2019,30,0
Zeze,Kodak Black (feat. Travis Scott and Offset),2019,31,0
Better Now,Post Malone,2019,32,0
Youngblood,5 Seconds of Summer,2019,33,0
Money in the Grave,Drake (feat. Rick Ross),2019,34,0
Speechless,Dan + Shay,2019,35,0
Break Up with Your Girlfriend, I'm Bored,Ariana Grande,2019,36,0
Please Me,Cardi B and Bruno Mars,2019,37,0
Money,Cardi B,2019,38,0
You Need to Calm Down,Taylor Swift,2019,39,0
Panini,Lil Nas X,2019,40,0
Look Back at It,A Boogie wit da Hoodie,2019,41,0
A Lot,21 Savage,2019,42,0
Me!,Taylor Swift (feat. Brendon Urie),2019,43,0
Mia,Bad Bunny (feat. Drake),2019,44,0
Pop Out,Polo G (feat. Lil Tjay),2019,45,0
Beautiful Crazy,Luke Combs,2019,46,0
Thotiana,Blueface,2019,47,0
Lucid Dreams,Juice Wrld,2019,48,0
Mo Bamba,Sheck Wes,2019,49,0
Beautiful People,Ed Sheeran (feat. Khalid),2019,50,0
Wake Up in the Sky,Gucci Mane, Bruno Mars and Kodak Black,2019,51,0
Whiskey Glasses,Morgan Wallen,2019,52,0
God's Country,Blake Shelton,2019,53,0
Be Alright,Dean Lewis,2019,54,0
Pure Water,Mustard and Migos,2019,55,0
The Git Up,Blanco Brown,2019,56,0
Taki Taki,DJ Snake (feat. Selena Gomez, Ozuna and Cardi B),2019,57,0
Close to Me,Ellie Goulding and Diplo (feat. Swae Lee),2019,58,0
Envy Me,Calboy,2019,59,0
You Say,Lauren Daigle,2019,60,0
Hey Look Ma, I Made It,Panic! at the Disco,2019,61,0
Circles,Post Malone,2019,62,0
Beer Never Broke My Heart,Luke Combs,2019,63,0
The London,Young Thug, J. Cole and Travis Scott,2019,64,0
Con Calma,Daddy Yankee and Katy Perry (feat. Snow),2019,65,0
Murder on My Mind,YNW Melly,2019,66,0
When the Party's Over,Billie Eilish,2019,67,0
Act Up,City Girls,2019,68,0
I Like It,Cardi B, Bad Bunny and J Balvin,2019,69,0
Trampoline,Shaed,2019,70,0
Leave Me Alone,Flipp Dinero,2019,71,0
Breathin,Ariana Grande,2019,72,0
Bury a Friend,Billie Eilish,2019,73,0
Close Friends,Lil Baby,2019,74,0
Baby Shark,Pinkfong,2019,75,0
My Type,Saweetie,2019,76,0
Worth It,YK Osiris,2019,77,0
Only Human,Jonas Brothers,2019,78,0
Knockin' Boots,Luke Bryan,2019,79,0
Trip,Ella Mai,2019,80,0
Rumor,Lee Brice,2019,81,0
Swervin,A Boogie wit da Hoodie (feat. 6ix9ine),2019,82,0
How Do You Sleep?,Sam Smith,2019,83,0
Baby,Lil Baby and DaBaby,2019,84,0
Look What God Gave Her,Thomas Rhett,2019,85,0
Good as You,Kane Brown,2019,86,0
Clout,Offset (feat. Cardi B),2019,87,0
Love Lies,Khalid and Normani,2019,88,0
One Thing Right,Marshmello and Kane Brown,2019,89,0
Cash Shit,Megan Thee Stallion (feat. DaBaby),2019,90,0
Tequila,Dan + Shay,2019,91,0
Shotta Flow,NLE Choppa,2019,92,0
Hot Girl Summer,Megan Thee Stallion (feat. Nicki Minaj and Ty Dolla Sign),2019,93,0
Talk You Out of It,Florida Georgia Line,2019,94,0
Beautiful,Bazzi (feat. Camila Cabello),2019,95,0
Eyes on You,Chase Rice,2019,96,0
All to Myself,Dan + Shay,2019,97,0
Boyfriend,Ariana Grande and Social House,2019,98,0
Walk Me Home,Pink,2019,99,0
Robbery,Juice Wrld,2019,100,0
